collected_at,product_code,product_name,product_url,brand,graphics,cpu,ram,ssd,operating_system,inch,weight,resolution,refresh_rate,panel,cpu_brand,cpu_model,cpu_cores,npu,graphics_type,graphics_model,graphics_memory,ram_type,ram_slots,storage_slot,wireless,battery,ports,full_spec,registration_month,fetch_status,error
2026-07-22T14:41:25+09:00,122638239,DELL Pro 14 PC14255-WH04KR 32GB램 (SSD 2TB),https://prod.danawa.com/info/?pcode=122638239&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,32GB,2TB,윈도우11홈,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11홈 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 32GB / 램 교체: 가능 / 용량: 2TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122638241,DELL Pro 14 PC14255-WH04KR 32GB램 (SSD 4TB),https://prod.danawa.com/info/?pcode=122638241&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,32GB,4TB,윈도우11홈,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11홈 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 32GB / 램 교체: 가능 / 용량: 4TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122638164,DELL Pro 14 PC14255-WH04KR 32GB램 (SSD 512GB),https://prod.danawa.com/info/?pcode=122638164&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,32GB,512GB,윈도우11홈,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11홈 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 32GB / 램 교체: 가능 / 용량: 512GB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122638265,DELL Pro 14 PC14255-WH04KR 64GB램 (SSD 1TB),https://prod.danawa.com/info/?pcode=122638265&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,64GB,1TB,윈도우11홈,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11홈 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 64GB / 램 교체: 가능 / 용량: 1TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122638267,DELL Pro 14 PC14255-WH04KR 64GB램 (SSD 2TB),https://prod.danawa.com/info/?pcode=122638267&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,64GB,2TB,윈도우11홈,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11홈 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 64GB / 램 교체: 가능 / 용량: 2TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122638269,DELL Pro 14 PC14255-WH04KR 64GB램 (SSD 4TB),https://prod.danawa.com/info/?pcode=122638269&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,64GB,4TB,윈도우11홈,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11홈 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 64GB / 램 교체: 가능 / 용량: 4TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122638264,DELL Pro 14 PC14255-WH04KR 64GB램 (SSD 512GB),https://prod.danawa.com/info/?pcode=122638264&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,64GB,512GB,윈도우11홈,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11홈 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 64GB / 램 교체: 가능 / 용량: 512GB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122646592,DELL Pro 14 PC14255-WP04KR (SSD 1TB),https://prod.danawa.com/info/?pcode=122646592&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,16GB,1TB,윈도우11프로,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 16GB / 램 교체: 가능 / 용량: 1TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122646594,DELL Pro 14 PC14255-WP04KR (SSD 2TB),https://prod.danawa.com/info/?pcode=122646594&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,16GB,2TB,윈도우11프로,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 16GB / 램 교체: 가능 / 용량: 2TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122646596,DELL Pro 14 PC14255-WP04KR (SSD 4TB),https://prod.danawa.com/info/?pcode=122646596&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,16GB,4TB,윈도우11프로,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 16GB / 램 교체: 가능 / 용량: 4TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122636550,DELL Pro 14 PC14255-WP04KR (SSD 512GB),https://prod.danawa.com/info/?pcode=122636550&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,16GB,512GB,윈도우11프로,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),"AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 16GB / 램 교체: 가능 / 용량: 512GB / USB-PD(+DC) / 출시가: 1,099,000원",2026/04,ok,
2026-07-22T14:41:25+09:00,122646661,DELL Pro 14 PC14255-WP04KR 32GB램 (SSD 1TB),https://prod.danawa.com/info/?pcode=122646661&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,16GB,1TB,윈도우11프로,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 16GB / 램 교체: 가능 / 용량: 1TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122646663,DELL Pro 14 PC14255-WP04KR 32GB램 (SSD 2TB),https://prod.danawa.com/info/?pcode=122646663&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,16GB,2TB,윈도우11프로,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 16GB / 램 교체: 가능 / 용량: 2TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122646664,DELL Pro 14 PC14255-WP04KR 32GB램 (SSD 4TB),https://prod.danawa.com/info/?pcode=122646664&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,16GB,4TB,윈도우11프로,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 16GB / 램 교체: 가능 / 용량: 4TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122646657,DELL Pro 14 PC14255-WP04KR 32GB램 (SSD 512GB),https://prod.danawa.com/info/?pcode=122646657&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,16GB,512GB,윈도우11프로,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 16GB / 램 교체: 가능 / 용량: 512GB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122646702,DELL Pro 14 PC14255-WP04KR 64GB램 (SSD 1TB),https://prod.danawa.com/info/?pcode=122646702&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,64GB,1TB,윈도우11프로,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 64GB / 램 교체: 가능 / 용량: 1TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122646705,DELL Pro 14 PC14255-WP04KR 64GB램 (SSD 2TB),https://prod.danawa.com/info/?pcode=122646705&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,64GB,2TB,윈도우11프로,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 64GB / 램 교체: 가능 / 용량: 2TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122646706,DELL Pro 14 PC14255-WP04KR 64GB램 (SSD 4TB),https://prod.danawa.com/info/?pcode=122646706&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,64GB,4TB,윈도우11프로,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 64GB / 램 교체: 가능 / 용량: 4TB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122646698,DELL Pro 14 PC14255-WP04KR 64GB램 (SSD 512GB),https://prod.danawa.com/info/?pcode=122646698&cate=112758,DELL,내장그래픽 / Radeon 840M / 4core,AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS,64GB,512GB,윈도우11프로,35.56cm(14인치),1.35kg,1920x1200(WUXGA),60Hz,,AMD,PRO 340 (4.8GHz),,50TOPS,내장그래픽,Radeon 840M,,,램 교체,,,,USB-PD(+DC),AI노트북 / 35.56cm(14인치) / 1.35kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 60Hz / [CPU] AMD / 라이젠AI 5 / PRO 340 (4.8GHz) / 50TOPS / [그래픽] 내장그래픽 / Radeon 840M / 4core / [구성] 64GB / 램 교체: 가능 / 용량: 512GB / USB-PD(+DC),2026/04,ok,
2026-07-22T14:41:25+09:00,122665123,DELL Pro 14 Plus PB14250-WP02KR (SSD 1TB),https://prod.danawa.com/info/?pcode=122665123&cate=112758,DELL,내장그래픽 / Arc 140V / 8코어,인텔 / 코어 울트라7(S2) / 266V (5.0GHz) / 48TOPS,16GB,1TB,윈도우11프로,35.56cm(14인치),최소 1.4kg,1920x1200(WUXGA),60Hz,,인텔,코어 울트라7(S2),,48TOPS,내장그래픽,Arc 140V,,,램 교체,,,55Wh,USB-PD,AI노트북 / 35.56cm(14인치) / 최소 1.4kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / NTSC: 45% / 60Hz / 300nit / [CPU] 인텔 / 코어 울트라7(S2) / 266V (5.0GHz) / 48TOPS / [그래픽] 내장그래픽 / Arc 140V / 8코어 / [구성] 16GB / 램 교체: 불가능 / 용량: 1TB / USB-PD / 55Wh,2026/05,ok,
2026-07-22T14:41:25+09:00,122665124,DELL Pro 14 Plus PB14250-WP02KR (SSD 2TB),https://prod.danawa.com/info/?pcode=122665124&cate=112758,DELL,내장그래픽 / Arc 140V / 8코어,인텔 / 코어 울트라7(S2) / 266V (5.0GHz) / 48TOPS,16GB,2TB,윈도우11프로,35.56cm(14인치),최소 1.4kg,1920x1200(WUXGA),60Hz,,인텔,코어 울트라7(S2),,48TOPS,내장그래픽,Arc 140V,,,램 교체,,,55Wh,USB-PD,AI노트북 / 35.56cm(14인치) / 최소 1.4kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / NTSC: 45% / 60Hz / 300nit / [CPU] 인텔 / 코어 울트라7(S2) / 266V (5.0GHz) / 48TOPS / [그래픽] 내장그래픽 / Arc 140V / 8코어 / [구성] 16GB / 램 교체: 불가능 / 용량: 2TB / USB-PD / 55Wh,2026/05,ok,
2026-07-22T14:41:25+09:00,122658341,DELL Pro 14 Plus PB14250-WP02KR (SSD 512GB),https://prod.danawa.com/info/?pcode=122658341&cate=112758,DELL,내장그래픽 / Arc 140V / 8코어,인텔 / 코어 울트라7(S2) / 266V (5.0GHz) / 48TOPS,16GB,512GB,윈도우11프로,35.56cm(14인치),최소 1.4kg,1920x1200(WUXGA),60Hz,,인텔,코어 울트라7(S2),,48TOPS,내장그래픽,Arc 140V,,,램 교체,,,55Wh,USB-PD,AI노트북 / 35.56cm(14인치) / 최소 1.4kg / 윈도우11프로 / [화면] 1920x1200(WUXGA) / NTSC: 45% / 60Hz / 300nit / [CPU] 인텔 / 코어 울트라7(S2) / 266V (5.0GHz) / 48TOPS / [그래픽] 내장그래픽 / Arc 140V / 8코어 / [구성] 16GB / 램 교체: 불가능 / 용량: 512GB / USB-PD / 55Wh,2026/05,ok,
2026-07-22T14:41:25+09:00,99051641,DELL Pro 14 Plus Ultra5 (SSD 1TB),https://prod.danawa.com/info/?pcode=99051641&cate=112758,DELL,내장그래픽 / Arc 130V / 7core,인텔 / 코어 울트라5(S2) / 226V (4.5GHz) / 40TOPS,16GB,1TB,윈도우11프로,35.56cm(14인치),1.4kg,1920x1200(WUXGA),,,인텔,코어 울트라5(S2),,40TOPS,내장그래픽,Arc 130V,,,램 교체,,,45Wh,USB-PD,AI노트북 / 35.56cm(14인치) / 1.4kg / 최대 18.2시간 / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 300nit / [CPU] 인텔 / 코어 울트라5(S2) / 226V (4.5GHz) / 40TOPS / [그래픽] 내장그래픽 / Arc 130V / 7core / [구성] 16GB / 램 교체: 불가능 / 용량: 1TB / USB-PD / 45Wh,2025/09,ok,
2026-07-22T14:41:25+09:00,99051653,DELL Pro 14 Plus Ultra5 (SSD 2TB),https://prod.danawa.com/info/?pcode=99051653&cate=112758,DELL,내장그래픽 / Arc 130V / 7core,인텔 / 코어 울트라5(S2) / 226V (4.5GHz) / 40TOPS,16GB,2TB,윈도우11프로,35.56cm(14인치),1.4kg,1920x1200(WUXGA),,,인텔,코어 울트라5(S2),,40TOPS,내장그래픽,Arc 130V,,,램 교체,,,45Wh,USB-PD,AI노트북 / 35.56cm(14인치) / 1.4kg / 최대 18.2시간 / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 300nit / [CPU] 인텔 / 코어 울트라5(S2) / 226V (4.5GHz) / 40TOPS / [그래픽] 내장그래픽 / Arc 130V / 7core / [구성] 16GB / 램 교체: 불가능 / 용량: 2TB / USB-PD / 45Wh,2025/09,ok,
2026-07-22T14:41:25+09:00,99051656,DELL Pro 14 Plus Ultra5 (SSD 4TB),https://prod.danawa.com/info/?pcode=99051656&cate=112758,DELL,내장그래픽 / Arc 130V / 7core,인텔 / 코어 울트라5(S2) / 226V (4.5GHz) / 40TOPS,16GB,4TB,윈도우11프로,35.56cm(14인치),1.4kg,1920x1200(WUXGA),,,인텔,코어 울트라5(S2),,40TOPS,내장그래픽,Arc 130V,,,램 교체,,,45Wh,USB-PD,AI노트북 / 35.56cm(14인치) / 1.4kg / 최대 18.2시간 / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 300nit / [CPU] 인텔 / 코어 울트라5(S2) / 226V (4.5GHz) / 40TOPS / [그래픽] 내장그래픽 / Arc 130V / 7core / [구성] 16GB / 램 교체: 불가능 / 용량: 4TB / USB-PD / 45Wh,2025/09,ok,
2026-07-22T14:41:25+09:00,98412995,DELL Pro 14 Plus Ultra5 (SSD 512GB),https://prod.danawa.com/info/?pcode=98412995&cate=112758,DELL,내장그래픽 / Arc 130V / 7core,인텔 / 코어 울트라5(S2) / 226V (4.5GHz) / 40TOPS,16GB,512GB,윈도우11프로,35.56cm(14인치),1.4kg,1920x1200(WUXGA),,,인텔,코어 울트라5(S2),,40TOPS,내장그래픽,Arc 130V,,,램 교체,,,45Wh,USB-PD,AI노트북 / 35.56cm(14인치) / 1.4kg / 최대 18.2시간 / 윈도우11프로 / [화면] 1920x1200(WUXGA) / 300nit / [CPU] 인텔 / 코어 울트라5(S2) / 226V (4.5GHz) / 40TOPS / [그래픽] 내장그래픽 / Arc 130V / 7core / [구성] 16GB / 램 교체: 불가능 / 용량: 512GB / USB-PD / 45Wh,2025/09,ok,
2026-07-22T14:41:25+09:00,104611973,DELL Pro 15 Essential PV15250-UB01KR (SSD 1TB),https://prod.danawa.com/info/?pcode=104611973&cate=112758,DELL,내장그래픽 / Intel Graphics,인텔 / 코어3 / 100U (4.7GHz),8GB,1TB,리눅스(우분투),39.5cm(15.5인치),1.62kg,1920x1080(FHD),120Hz,,인텔,코어3,,,내장그래픽,Intel Graphics,,,램 교체,,,41Wh,,노트북 / 39.5cm(15.5인치) / 1.62kg / 리눅스(우분투) / [화면] 1920x1080(FHD) / NTSC: 45% / 120Hz / 250nit / [CPU] 인텔 / 코어3 / 100U (4.7GHz) / [그래픽] 내장그래픽 / Intel Graphics / [구성] 8GB / 램 교체: 가능 / 용량: 1TB / DC / 41Wh,2026/01,ok,
2026-07-22T14:41:25+09:00,105967382,DELL Pro 15 Essential PV15250-UB01KR (SSD 2TB),https://prod.danawa.com/info/?pcode=105967382&cate=112758,DELL,내장그래픽 / Intel Graphics,인텔 / 코어3 / 100U (4.7GHz),8GB,2TB,리눅스(우분투),39.5cm(15.5인치),1.62kg,1920x1080(FHD),120Hz,,인텔,코어3,,,내장그래픽,Intel Graphics,,,램 교체,,,41Wh,,노트북 / 39.5cm(15.5인치) / 1.62kg / 리눅스(우분투) / [화면] 1920x1080(FHD) / NTSC: 45% / 120Hz / 250nit / [CPU] 인텔 / 코어3 / 100U (4.7GHz) / [그래픽] 내장그래픽 / Intel Graphics / [구성] 8GB / 램 교체: 가능 / 용량: 2TB / DC / 41Wh,2026/01,ok,
2026-07-22T14:41:25+09:00,104611937,DELL Pro 15 Essential PV15250-UB01KR (SSD 512GB),https://prod.danawa.com/info/?pcode=104611937&cate=112758,DELL,내장그래픽 / Intel Graphics,인텔 / 코어3 / 100U (4.7GHz),8GB,512GB,리눅스(우분투),39.5cm(15.5인치),1.62kg,1920x1080(FHD),120Hz,,인텔,코어3,,,내장그래픽,Intel Graphics,,,램 교체,,,41Wh,,"노트북 / 39.5cm(15.5인치) / 1.62kg / 리눅스(우분투) / [화면] 1920x1080(FHD) / NTSC: 45% / 120Hz / 250nit / [CPU] 인텔 / 코어3 / 100U (4.7GHz) / [그래픽] 내장그래픽 / Intel Graphics / [구성] 8GB / 램 교체: 가능 / 용량: 512GB / DC / 41Wh / 출시가: 599,000원",2026/01,ok,
2026-07-22T14:41:25+09:00,104612000,DELL Pro 15 Essential PV15250-UB01KR 16GB램 (SSD 1TB),https://prod.danawa.com/info/?pcode=104612000&cate=112758,DELL,내장그래픽 / Intel Graphics,인텔 / 코어3 / 100U (4.7GHz),16GB,1TB,리눅스(우분투),39.5cm(15.5인치),1.62kg,1920x1080(FHD),120Hz,,인텔,코어3,,,내장그래픽,Intel Graphics,,,램 교체,,,41Wh,,노트북 / 39.5cm(15.5인치) / 1.62kg / 리눅스(우분투) / [화면] 1920x1080(FHD) / NTSC: 45% / 120Hz / 250nit / [CPU] 인텔 / 코어3 / 100U (4.7GHz) / [그래픽] 내장그래픽 / Intel Graphics / [구성] 16GB / 램 교체: 가능 / 용량: 1TB / DC / 41Wh,2026/01,ok,
2026-07-22T14:41:25+09:00,105967394,DELL Pro 15 Essential PV15250-UB01KR 16GB램 (SSD 2TB),https://prod.danawa.com/info/?pcode=105967394&cate=112758,DELL,내장그래픽 / Intel Graphics,인텔 / 코어3 / 100U (4.7GHz),16GB,2TB,리눅스(우분투),39.5cm(15.5인치),1.62kg,1920x1080(FHD),120Hz,,인텔,코어3,,,내장그래픽,Intel Graphics,,,램 교체,,,41Wh,,노트북 / 39.5cm(15.5인치) / 1.62kg / 리눅스(우분투) / [화면] 1920x1080(FHD) / NTSC: 45% / 120Hz / 250nit / [CPU] 인텔 / 코어3 / 100U (4.7GHz) / [그래픽] 내장그래픽 / Intel Graphics / [구성] 16GB / 램 교체: 가능 / 용량: 2TB / DC / 41Wh,2026/01,ok,
2026-07-22T14:41:25+09:00,106734182,DELL Pro 15 Essential PV15250-UB01KR 16GB램 (SSD 4TB),https://prod.danawa.com/info/?pcode=106734182&cate=112758,DELL,내장그래픽 / Intel Graphics,인텔 / 코어3 / 100U (4.7GHz),16GB,4TB,리눅스(우분투),39.5cm(15.5인치),1.62kg,1920x1080(FHD),120Hz,,인텔,코어3,,,내장그래픽,Intel Graphics,,,램 교체,,,41Wh,,노트북 / 39.5cm(15.5인치) / 1.62kg / 리눅스(우분투) / [화면] 1920x1080(FHD) / NTSC: 45% / 120Hz / 250nit / [CPU] 인텔 / 코어3 / 100U (4.7GHz) / [그래픽] 내장그래픽 / Intel Graphics / [구성] 16GB / 램 교체: 가능 / 용량: 4TB / DC / 41Wh,2026/01,ok,
