collected_at,product_code,product_name,product_url,screen_size,display_type,resolution,refresh_rate,hdr,smart_features,full_spec,registration_month,fetch_status,error
2026-06-27T06:20:37+09:00,65911163,32인치 HD 스마트 TV (스탠드),https://prod.danawa.com/info/?pcode=65911163&cate=10248425,32인치(81cm),LED TV,HD,,,넷플릭스 / 유튜브 / 미러링 / 구글TV / AI음성인식,LED TV / 32인치(81cm) / HD / 2022년형 / [스마트] 넷플릭스 / 유튜브 / 미러링 / 구글TV / AI음성인식 / [규격] HDMI(전체): 3개 / 베사홀: 100x100mm / 크기(가로x세로x깊이): 719x422(471)x80(205)mm,2022/05,ok,
2026-06-27T06:20:37+09:00,98483957,AVISION APEXF320HK (스탠드),https://prod.danawa.com/info/?pcode=98483957&cate=10248425,32인치(81cm),LED TV,HD,,,,LED TV / 32인치(81cm) / HD / 에너지효율: 1등급 / 2025년형 / [규격] HDMI(전체): 2개 / 베사홀: 100x100mm / 크기(가로x세로x깊이): 720x476x192mm,2025/09,ok,
2026-06-27T06:20:37+09:00,40715192,BD-75UHD (스탠드),https://prod.danawa.com/info/?pcode=40715192&cate=10248425,75인치(190cm),LED TV,4K UHD,60Hz,HDR10,,LED TV / 75인치(190cm) / 4K UHD / 주사율: 60Hz / 에너지효율: 5등급 / 2022년형 / [화질] HDR10 / [규격] HDMI(전체): 3개 / 베사홀: 400x200mm / 크기(가로x세로x깊이): 1689x972(1026)x89(322)mm,2022/01,ok,
2026-06-27T06:20:37+09:00,37478702,DA5500C (스탠드),https://prod.danawa.com/info/?pcode=37478702&cate=10248425,55인치(138cm),LED TV,4K UHD,60Hz,HDR10,,LED TV / 55인치(138cm) / 4K UHD / 주사율: 60Hz / 에너지효율: 1등급 / 2024년형 / [화질] HDR10 / [규격] HDMI(전체): 3개 / 베사홀: 200x200mm / 크기(가로x세로x깊이): 1190x750(773)x125(243)mm,2024/01,ok,
2026-06-27T06:20:37+09:00,48940058,GTNB320HD11 (스탠드),https://prod.danawa.com/info/?pcode=48940058&cate=10248425,32인치(81cm),LED TV,HD,,HDR10,넷플릭스 / 유튜브 / 미러링 / 구글TV / AI음성인식,LED TV / 32인치(81cm) / HD / 에너지효율: 1등급 / 2022년형 / [화질] HDR10 / [스마트] 넷플릭스 / 유튜브 / 미러링 / 구글TV / AI음성인식 / [규격] HDMI(전체): 3개 / 베사홀: 100x100mm / 크기(가로x세로x깊이): 719x422(471)x80(205)mm,2022/05,ok,
2026-06-27T06:20:37+09:00,99743774,HIKVISION D6055UN_IR (벽걸이),https://prod.danawa.com/info/?pcode=99743774&cate=10248425,55인치(139cm),상업용디스플레이,4K UHD,,,,상업용디스플레이 / 55인치(139cm) / 실내용 / 디스플레이모듈 / 4K UHD / [규격] HDMI(전체): 3개 / 크기(가로x세로x깊이): 1276x748x52mm / ※ 별도의 증빙을 요하는 사업자전용 상품이 포함되어 있습니다 / 터치디스플레이 / 사인뷰플레이어,2025/10,ok,
2026-06-27T06:20:37+09:00,99743771,HIKVISION D6055UN_IR (본체),https://prod.danawa.com/info/?pcode=99743771&cate=10248425,55인치(139cm),상업용디스플레이,4K UHD,,,,상업용디스플레이 / 55인치(139cm) / 실내용 / 디스플레이모듈 / 4K UHD / [규격] HDMI(전체): 3개 / 크기(가로x세로x깊이): 1276x748x52mm / ※ 별도의 증빙을 요하는 사업자전용 상품이 포함되어 있습니다 / 터치디스플레이 / 사인뷰플레이어,2025/10,ok,
2026-06-27T06:20:37+09:00,100697258,HKC 163인치 P0.9 COB LED 올인원 이동형 전광판 스크린 (이동형 스탠드),https://prod.danawa.com/info/?pcode=100697258&cate=10248425,163인치(414cm),상업용디스플레이,4K UHD,,,,상업용디스플레이 / 163인치(414cm) / 실내용 / 디스플레이모듈 / 4K UHD / 2025년형 / [화질] 플리커프리 / 크기(가로x세로x깊이): 3608x2652x626mm / ※ 별도의 증빙을 요하는 사업자전용 상품이 포함되어 있습니다 / 플러그앤플레이,2025/11,ok,
2026-06-27T06:20:37+09:00,99944372,HKC 32KIOSK (본체),https://prod.danawa.com/info/?pcode=99944372&cate=10248425,32인치(81cm),상업용디스플레이,FHD,60Hz,,,상업용디스플레이 / 32인치(81cm) / 실내용 / 디스플레이모듈 / FHD / 주사율: 60Hz / 2025년형 / [규격] HDMI(전체): 1개 / 크기(가로x세로x깊이): 735x435x57mm / 무게: 10.5kg / ※ 별도의 증빙을 요하는 사업자전용 상품이 포함되어 있습니다 / 세로형설치,2025/11,ok,
2026-06-27T06:20:37+09:00,101071877,HKC 32인치 고휘도 사이니지 (본체),https://prod.danawa.com/info/?pcode=101071877&cate=10248425,32인치(81cm),상업용디스플레이,FHD,,,,상업용디스플레이 / 32인치(81cm) / 옥외용 / 디스플레이모듈 / FHD / 2025년형 / [화질] 화면반사방지 / [규격] HDMI(전체): 2개 / 베사홀: 300x200mm / 크기(가로x세로x깊이): 718x413x54mm / 무게: 9.0kg / ※ 별도의 증빙을 요하는 사업자전용 상품이 포함되어 있습니다,2025/11,ok,
2026-06-27T06:20:37+09:00,101071952,HKC 49인치 고휘도 사이니지 (본체),https://prod.danawa.com/info/?pcode=101071952&cate=10248425,49인치(123cm),상업용디스플레이,4K UHD,,,,상업용디스플레이 / 49인치(123cm) / 옥외용 / 디스플레이모듈 / 4K UHD / 2025년형 / [화질] 화면반사방지 / [규격] HDMI(전체): 2개 / 베사홀: 400x400mm / 크기(가로x세로x깊이): 1114x644x80mm / 무게: 24.0kg / ※ 별도의 증빙을 요하는 사업자전용 상품이 포함되어 있습니다,2025/11,ok,
2026-06-27T06:20:37+09:00,72589754,HKC HKC750UHD (스탠드),https://prod.danawa.com/info/?pcode=72589754&cate=10248425,75인치(191cm),LED TV,4K UHD,60Hz,HDR10,,LED TV / 75인치(191cm) / 4K UHD / 주사율: 60Hz / 에너지효율: 1등급 / 2024년형 / [화질] HDR10 / [규격] HDMI(전체): 3개 / 베사홀: 300x300mm / 크기(가로x세로x깊이): 1668x957(1030)x88(355)mm / 무게: 20.3kg,2024/12,ok,
2026-06-27T06:20:37+09:00,69698114,KCZ40TF (스탠드),https://prod.danawa.com/info/?pcode=69698114&cate=10248425,40인치(101cm),LED TV,FHD,,,,LED TV / 40인치(101cm) / FHD / 에너지효율: 3등급 / 2017년형 / [스마트] [규격] HDMI(전체): 3개 / 베사홀: 200x200mm / 크기(가로x세로x깊이): 906x510(564)x49(192)mm / 무게: 6.9kg,2017/12,ok,
2026-06-27T06:20:37+09:00,39248546,LG전자 110UM5J (벽걸이),https://prod.danawa.com/info/?pcode=39248546&cate=10248425,110인치(279cm),상업용디스플레이,4K UHD,120Hz,,,상업용디스플레이 / 110인치(279cm) / 실내용 / 디스플레이모듈 / 4K UHD / 주사율: 120Hz / 에너지효율: 효율등급 비대상 / 2022년형 / [스마트] [규격] HDMI(전체): 3개 / 베사홀: 1500x600mm / 크기(가로x세로x깊이): 2474x1408x99mm / ※ 별도의 증빙을 요하는 사업자전용 상품이 포함되어 있습니다,2022/04,ok,
2026-06-27T06:20:37+09:00,16905671,LG전자 110UM5J (본체),https://prod.danawa.com/info/?pcode=16905671&cate=10248425,110인치(279cm),상업용디스플레이,4K UHD,120Hz,,,상업용디스플레이 / 110인치(279cm) / 실내용 / 디스플레이모듈 / 4K UHD / 주사율: 120Hz / 에너지효율: 효율등급 비대상 / 2022년형 / [스마트] [규격] HDMI(전체): 3개 / 베사홀: 1500x600mm / 크기(가로x세로x깊이): 2474x1408x99mm / ※ 별도의 증빙을 요하는 사업자전용 상품이 포함되어 있습니다,2022/04,ok,
2026-06-27T06:20:37+09:00,43526906,LG전자 110UM5K (벽걸이),https://prod.danawa.com/info/?pcode=43526906&cate=10248425,110인치(279cm),상업용디스플레이,4K UHD,120Hz,,,상업용디스플레이 / 110인치(279cm) / 실내용 / 디스플레이모듈 / 4K UHD / 주사율: 120Hz / 에너지효율: 효율등급 비대상 / 2024년형 / AI스마트홈 / [규격] HDMI(전체): 3개 / 베사홀: 1500x600mm / 크기(가로x세로x깊이): 2474x1408x99mm / ※ 별도의 증빙을 요하는 사업자전용 상품이 포함되어 있습니다,2023/05,ok,
2026-06-27T06:20:37+09:00,43526900,LG전자 110UM5K (본체),https://prod.danawa.com/info/?pcode=43526900&cate=10248425,110인치(279cm),상업용디스플레이,4K UHD,120Hz,,,상업용디스플레이 / 110인치(279cm) / 실내용 / 디스플레이모듈 / 4K UHD / 주사율: 120Hz / 에너지효율: 효율등급 비대상 / 2023년형 / [규격] HDMI(전체): 3개 / 베사홀: 1500x600mm / 크기(가로x세로x깊이): 2474x1408x99mm / ※ 별도의 증빙을 요하는 사업자전용 상품이 포함되어 있습니다,2023/05,ok,
2026-06-27T06:20:37+09:00,15979568,LG전자 24TK410D (스탠드),https://prod.danawa.com/info/?pcode=15979568&cate=10248425,24인치(60cm),LED TV,HD,,,,LED TV / 24인치(60cm) / HD / 에너지효율: 1등급 / 2018년형 / [규격] HDMI(전체): 1개 / 베사홀: 75x75mm / 크기(가로x세로x깊이): 556x345(393)x55(143)mm / 무게: 3.2(3.5)kg,2018/04,ok,
2026-06-27T06:20:37+09:00,17164559,LG전자 24TQ510SP (스탠드),https://prod.danawa.com/info/?pcode=17164559&cate=10248425,24인치(60cm),LED TV,HD,60Hz,,넷플릭스 / 유튜브 / 미러링,LED TV / 24인치(60cm) / HD / 주사율: 60Hz / 2022년형 / [스마트] 넷플릭스 / 유튜브 / 미러링 / [부가] HDMI(전체): 2개 / 베사홀: 75x75mm / 크기(가로x세로x깊이): 563x341(394)x58(149)mm / 무게: 3.2(3.6)kg,2022/06,ok,
2026-06-27T06:20:37+09:00,17164700,LG전자 24TQ510SW (스탠드),https://prod.danawa.com/info/?pcode=17164700&cate=10248425,24인치(60cm),LED TV,HD,60Hz,,넷플릭스 / 유튜브 / 미러링,LED TV / 24인치(60cm) / HD / 주사율: 60Hz / 2022년형 / [스마트] 넷플릭스 / 유튜브 / 미러링 / [부가] HDMI(전체): 2개 / 베사홀: 75x75mm / 크기(가로x세로x깊이): 563x341(394)x58(149)mm / 무게: 3.2(3.6)kg,2022/05,ok,
2026-06-27T06:20:37+09:00,17164424,LG전자 24TQ520SW (스탠드),https://prod.danawa.com/info/?pcode=17164424&cate=10248425,24인치(60cm),LED TV,HD,60Hz,,넷플릭스 / 유튜브 / 미러링,LED TV / 24인치(60cm) / HD / 주사율: 60Hz / 2022년형 / [스마트] 넷플릭스 / 유튜브 / 미러링 / [부가] HDMI(전체): 2개 / 베사홀: 75x75mm / 크기(가로x세로x깊이): 563x341(367)x58(150)mm / 무게: 3.25(3.3)kg,2022/06,ok,
2026-06-27T06:20:37+09:00,17164088,LG전자 27TQ615SP (스탠드),https://prod.danawa.com/info/?pcode=17164088&cate=10248425,27인치(68.6cm),LED TV,FHD,60Hz,,넷플릭스 / 유튜브 / 미러링,LED TV / 27인치(68.6cm) / FHD / 주사율: 60Hz / 에너지효율: 1등급 / 2022년형 / [스마트] 넷플릭스 / 유튜브 / 미러링 / [부가] HDMI(전체): 2개 / 베사홀: 75x75mm / 크기(가로x세로x깊이): 612x369(423)x74(153)mm / 무게: 3.5(3.75)kg,2022/05,ok,
2026-06-27T06:20:37+09:00,17164250,LG전자 27TQ625SW (스탠드),https://prod.danawa.com/info/?pcode=17164250&cate=10248425,27인치(68.6cm),LED TV,FHD,60Hz,,넷플릭스 / 유튜브 / 미러링,LED TV / 27인치(68.6cm) / FHD / 주사율: 60Hz / 에너지효율: 1등급 / 2022년형 / [스마트] 넷플릭스 / 유튜브 / 미러링 / [부가] HDMI(전체): 2개 / 베사홀: 75x75mm / 크기(가로x세로x깊이): 612x369(395)x74(150)mm / 무게: 3.5(3.55)kg,2022/06,ok,
2026-06-27T06:20:37+09:00,15978974,LG전자 28TN525S (스탠드),https://prod.danawa.com/info/?pcode=15978974&cate=10248425,28인치(70cm),LED TV,HD,60Hz,,미러링 / AI음성인식,LED TV / 28인치(70cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2020년형 / [스마트] 미러링 / AI음성인식 / [규격] HDMI(전체): 2개 / 베사홀: 100x100mm / 크기(가로x세로x깊이): 650x394(421)x78(150)mm / 무게: 3.5(3.5)kg / ※음성인식 AI리모컨 별매,2020/05,ok,
2026-06-27T06:20:37+09:00,122655961,LG전자 32LB650BCNA (벽걸이),https://prod.danawa.com/info/?pcode=122655961&cate=10248425,32인치(80cm),LED TV,HD,60Hz,HDR10 / HDR자동조절 / HLG,넷플릭스 / 유튜브 / 미러링 / AI음성인식 / AI스마트홈 / AI콘텐츠추천 / AI스마트도우미,"LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2026년형 / [화질] HDR10 / HDR자동조절 / HLG / 톤매핑 / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / AI음성인식 / AI스마트홈 / AI콘텐츠추천 / AI스마트도우미 / [부가] HDMI(전체): 2개 / 베사홀: 100x100mm / 크기(가로x세로x깊이): 719x430(456)x71(180)mm / 무게: 3.5(3.6)kg / 출시가: 450,000원",2026/04,ok,
2026-06-27T06:20:37+09:00,122655951,LG전자 32LB650BCNA (스탠드),https://prod.danawa.com/info/?pcode=122655951&cate=10248425,32인치(80cm),LED TV,HD,60Hz,HDR10 / HDR자동조절 / HLG,넷플릭스 / 유튜브 / 미러링 / AI음성인식 / AI스마트홈 / AI콘텐츠추천 / AI스마트도우미,"LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2026년형 / [화질] HDR10 / HDR자동조절 / HLG / 톤매핑 / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / AI음성인식 / AI스마트홈 / AI콘텐츠추천 / AI스마트도우미 / [부가] HDMI(전체): 2개 / 베사홀: 100x100mm / 크기(가로x세로x깊이): 719x430(456)x71(180)mm / 무게: 3.5(3.6)kg / 출시가: 450,000원",2026/04,ok,
2026-06-27T06:20:37+09:00,122638487,LG전자 32LB650BENA (벽걸이),https://prod.danawa.com/info/?pcode=122638487&cate=10248425,32인치(80cm),LED TV,HD,60Hz,HDR10 / HDR자동조절 / HLG,넷플릭스 / 유튜브 / 미러링 / AI음성인식 / AI스마트홈 / AI콘텐츠추천 / AI스마트도우미,"LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2026년형 / [화질] HDR10 / HDR자동조절 / HLG / 톤매핑 / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / AI음성인식 / AI스마트홈 / AI콘텐츠추천 / AI스마트도우미 / [부가] HDMI(전체): 2개 / 베사홀: 100x100mm / 크기(가로x세로x깊이): 719x430(456)x71(180)mm / 무게: 3.5(3.6)kg / 출시가: 450,000원",2026/04,ok,
2026-06-27T06:20:37+09:00,122638159,LG전자 32LB650BENA (스탠드),https://prod.danawa.com/info/?pcode=122638159&cate=10248425,32인치(80cm),LED TV,HD,60Hz,HDR10 / HDR자동조절 / HLG,넷플릭스 / 유튜브 / 미러링 / AI음성인식 / AI스마트홈 / AI콘텐츠추천 / AI스마트도우미,"LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2026년형 / [화질] HDR10 / HDR자동조절 / HLG / 톤매핑 / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / AI음성인식 / AI스마트홈 / AI콘텐츠추천 / AI스마트도우미 / [부가] HDMI(전체): 2개 / 베사홀: 100x100mm / 크기(가로x세로x깊이): 719x430(456)x71(180)mm / 무게: 3.5(3.6)kg / 출시가: 450,000원",2026/04,ok,
2026-06-27T06:20:37+09:00,122651666,LG전자 32LB650BKNA (벽걸이),https://prod.danawa.com/info/?pcode=122651666&cate=10248425,32인치(80cm),LED TV,HD,60Hz,HDR10 / HDR자동조절 / HLG,넷플릭스 / 유튜브 / 미러링 / AI음성인식 / AI스마트홈 / AI콘텐츠추천 / AI스마트도우미,"LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2026년형 / [화질] HDR10 / HDR자동조절 / HLG / 톤매핑 / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / AI음성인식 / AI스마트홈 / AI콘텐츠추천 / AI스마트도우미 / [부가] HDMI(전체): 2개 / 베사홀: 100x100mm / 크기(가로x세로x깊이): 719x430(456)x71(180)mm / 무게: 3.5(3.6)kg / 출시가: 450,000원",2026/04,ok,
2026-06-27T06:20:37+09:00,122651664,LG전자 32LB650BKNA (스탠드),https://prod.danawa.com/info/?pcode=122651664&cate=10248425,32인치(80cm),LED TV,HD,60Hz,HDR10 / HDR자동조절 / HLG,넷플릭스 / 유튜브 / 미러링 / AI음성인식 / AI스마트홈 / AI콘텐츠추천 / AI스마트도우미,"LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2026년형 / [화질] HDR10 / HDR자동조절 / HLG / 톤매핑 / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / AI음성인식 / AI스마트홈 / AI콘텐츠추천 / AI스마트도우미 / [부가] HDMI(전체): 2개 / 베사홀: 100x100mm / 크기(가로x세로x깊이): 719x430(456)x71(180)mm / 무게: 3.5(3.6)kg / 출시가: 450,000원",2026/04,ok,
2026-06-27T06:20:37+09:00,3772346,LG전자 32LH560B (스탠드),https://prod.danawa.com/info/?pcode=3772346&cate=10248425,32인치(80cm),LED TV,HD,,,,LED TV / 32인치(80cm) / HD / 에너지효율: 2등급 / 2016년형 / [규격] HDMI(전체): 1개,2016/02,ok,
2026-06-27T06:20:37+09:00,3797404,LG전자 32LH561B (스탠드),https://prod.danawa.com/info/?pcode=3797404&cate=10248425,32인치(80cm),LED TV,HD,,,,LED TV / 32인치(80cm) / HD / 에너지효율: 2등급 / 2016년형 / [규격] HDMI(전체): 1개,2016/02,ok,
2026-06-27T06:20:37+09:00,6208639,LG전자 32LK562BENA (스탠드),https://prod.danawa.com/info/?pcode=6208639&cate=10248425,32인치(80cm),LED TV,HD,,,,LED TV / 32인치(80cm) / HD / 에너지효율: 1등급 / 2018년형 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 729x436(474)x76(180)mm / 무게: 3.9kg,2018/06,ok,
2026-06-27T06:20:37+09:00,8223721,LG전자 32LM560BENA (벽걸이),https://prod.danawa.com/info/?pcode=8223721&cate=10248425,32인치(80cm),LED TV,HD,,,,LED TV / 32인치(80cm) / HD / 에너지효율: 1등급 / 2019년형 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 730x436x76mm,2019/06,ok,
2026-06-27T06:20:37+09:00,8223490,LG전자 32LM560BENA (스탠드),https://prod.danawa.com/info/?pcode=8223490&cate=10248425,32인치(80cm),LED TV,HD,,,,LED TV / 32인치(80cm) / HD / 에너지효율: 1등급 / 2019년형 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 730x436(476)x76(184)mm,2019/06,ok,
2026-06-27T06:20:37+09:00,8328855,LG전자 32LM560BGNA (벽걸이),https://prod.danawa.com/info/?pcode=8328855&cate=10248425,32인치(80cm),LED TV,HD,,,,LED TV / 32인치(80cm) / HD / 에너지효율: 1등급 / 2019년형 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 730x436x76mm,2019/06,ok,
2026-06-27T06:20:37+09:00,8328729,LG전자 32LM560BGNA (스탠드),https://prod.danawa.com/info/?pcode=8328729&cate=10248425,32인치(80cm),LED TV,HD,,,,LED TV / 32인치(80cm) / HD / 에너지효율: 1등급 / 2019년형 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 730x436(476)x76(184)mm,2019/06,ok,
2026-06-27T06:20:37+09:00,9321744,LG전자 32LM561CBNA (벽걸이),https://prod.danawa.com/info/?pcode=9321744&cate=10248425,32인치(80cm),LED TV,HD,,,,LED TV / 32인치(80cm) / HD / 에너지효율: 1등급 / 2019년형 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 730x436x76mm / 무게: 3.8kg,2019/08,ok,
2026-06-27T06:20:37+09:00,9241959,LG전자 32LM561CBNA (스탠드),https://prod.danawa.com/info/?pcode=9241959&cate=10248425,32인치(80cm),LED TV,HD,,,,LED TV / 32인치(80cm) / HD / 에너지효율: 1등급 / 2019년형 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 730x436(476)x76(184)mm / 무게: 3.8(3.9)kg,2019/08,ok,
2026-06-27T06:20:37+09:00,11111418,LG전자 32LM580BEND (벽걸이),https://prod.danawa.com/info/?pcode=11111418&cate=10248425,32인치(80cm),LED TV,HD,60Hz,,,"LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2020년형 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 739x441x84mm / 무게: 4.8(4.9)kg / 출시가: 329,000원",2020/04,ok,
2026-06-27T06:20:37+09:00,11088819,LG전자 32LM580BEND (스탠드),https://prod.danawa.com/info/?pcode=11088819&cate=10248425,32인치(80cm),LED TV,HD,60Hz,,,"LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2020년형 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 739x441(472)x84(168)mm / 무게: 4.8(4.9)kg / 출시가: 329,000원",2020/04,ok,
2026-06-27T06:20:37+09:00,13287737,LG전자 32LM581CBND (벽걸이),https://prod.danawa.com/info/?pcode=13287737&cate=10248425,32인치(80cm),LED TV,HD,60Hz,,,LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2020년형 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 730x436x76mm / 무게: 4.8kg,2020/12,ok,
2026-06-27T06:20:37+09:00,13287722,LG전자 32LM581CBND (스탠드),https://prod.danawa.com/info/?pcode=13287722&cate=10248425,32인치(80cm),LED TV,HD,60Hz,,,LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2020년형 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 730x436(476)x76(184)mm / 무게: 4.8(4.9)kg,2020/12,ok,
2026-06-27T06:20:37+09:00,10898586,LG전자 32LM630BENA (스탠드),https://prod.danawa.com/info/?pcode=10898586&cate=10248425,32인치(80cm),LED TV,HD,60Hz,HDR10 / HLG,,LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2020년형 / [화질] HDR10 / HLG / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 736x437(464)x83(180)mm,2020/03,ok,
2026-06-27T06:20:37+09:00,31681025,LG전자 32LQ635BCNA (벽걸이),https://prod.danawa.com/info/?pcode=31681025&cate=10248425,32인치(80cm),LED TV,HD,60Hz,,넷플릭스 / 유튜브 / 미러링 / 룸투룸셰어(서브) / AI스마트홈,LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2023년형 / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / 룸투룸셰어(서브) / AI스마트홈 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 736x437x83mm / 무게: 4.6kg,2023/12,ok,
2026-06-27T06:20:37+09:00,31680956,LG전자 32LQ635BCNA (스탠드),https://prod.danawa.com/info/?pcode=31680956&cate=10248425,32인치(80cm),LED TV,HD,60Hz,,넷플릭스 / 유튜브 / 미러링 / 룸투룸셰어(서브) / AI스마트홈,LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2023년형 / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / 룸투룸셰어(서브) / AI스마트홈 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 736x437(464)x83(180)mm / 무게: 4.6(4.7)kg,2023/12,ok,
2026-06-27T06:20:37+09:00,36198809,LG전자 32LQ635BENA (벽걸이),https://prod.danawa.com/info/?pcode=36198809&cate=10248425,32인치(80cm),LED TV,HD,60Hz,,넷플릭스 / 유튜브 / 미러링 / 룸투룸셰어(서브) / AI스마트홈,LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2023년형 / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / 룸투룸셰어(서브) / AI스마트홈 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 736x437x83mm / 무게: 4.65kg,2023/12,ok,
2026-06-27T06:20:37+09:00,31430168,LG전자 32LQ635BENA (스탠드),https://prod.danawa.com/info/?pcode=31430168&cate=10248425,32인치(80cm),LED TV,HD,60Hz,,넷플릭스 / 유튜브 / 미러링 / 룸투룸셰어(서브) / AI스마트홈,"LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2023년형 / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / 룸투룸셰어(서브) / AI스마트홈 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 736x437(464)x83(180)mm / 무게: 4.65(4.7)kg / 출시가: 450,000원",2023/12,ok,
2026-06-27T06:20:37+09:00,57290420,LG전자 32LQ635BGNA (벽걸이),https://prod.danawa.com/info/?pcode=57290420&cate=10248425,32인치(80cm),LED TV,HD,60Hz,HDR10 / HLG,넷플릭스 / 유튜브 / 미러링 / 룸투룸셰어(서브) / AI스마트홈,LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2022년형 / [화질] HDR10 / HLG / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / 룸투룸셰어(서브) / AI스마트홈 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 736x437x83mm / 무게: 4.6kg,2022/08,ok,
2026-06-27T06:20:37+09:00,57290399,LG전자 32LQ635BGNA (스탠드),https://prod.danawa.com/info/?pcode=57290399&cate=10248425,32인치(80cm),LED TV,HD,60Hz,HDR10 / HLG,넷플릭스 / 유튜브 / 미러링 / 룸투룸셰어(서브) / AI스마트홈,LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2022년형 / [화질] HDR10 / HLG / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / 룸투룸셰어(서브) / AI스마트홈 / [규격] HDMI(전체): 2개 / 크기(가로x세로x깊이): 736x437(464)x83(180)mm / 무게: 4.6kg,2022/08,ok,
2026-06-27T06:20:37+09:00,16550072,LG전자 32LQ635BKNA (벽걸이),https://prod.danawa.com/info/?pcode=16550072&cate=10248425,32인치(80cm),LED TV,HD,60Hz,HDR10 / HLG,넷플릭스 / 유튜브 / 미러링 / AI스마트홈,"LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2022년형 / [화질] HDR10 / HLG / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / AI스마트홈 / [부가] HDMI(전체): 2개 / 크기(가로x세로x깊이): 736x437x83mm / 무게: 4.65kg / 출시가: 611,000원",2022/03,ok,
2026-06-27T06:20:37+09:00,16550060,LG전자 32LQ635BKNA (스탠드),https://prod.danawa.com/info/?pcode=16550060&cate=10248425,32인치(80cm),LED TV,HD,60Hz,HDR10 / HLG,넷플릭스 / 유튜브 / 미러링 / AI스마트홈,"LED TV / 32인치(80cm) / HD / 주사율: 60Hz / 에너지효율: 1등급 / 2022년형 / [화질] HDR10 / HLG / HGIG / 게임모드 / [스마트] 넷플릭스 / 유튜브 / 미러링 / AI스마트홈 / [부가] HDMI(전체): 2개 / 크기(가로x세로x깊이): 736x437(464)x83(180)mm / 무게: 4.65(4.7)kg / 출시가: 500,000원",2022/03,ok,
