product_code,product_name,2026-08-18,2026-08-17,2026-08-16,2026-08-15,2026-08-14,2026-08-13,2026-08-12,2026-08-11
68914628,ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 서린 (32GB(16Gx2)),779800,779800,779800,780000,780000,780000,780000,780000
93629063,ADATA DDR5-6000 CL30 LANCER RGB 블랙 패키지 파인인포 (32GB(16Gx2)),744000,744000,744000,744000,744000,744000,744000,744000
68915270,ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 서린 (32GB(16Gx2)),764980,764980,764980,767990,773990,776990,779980,779990
93629033,ADATA DDR5-6000 CL30 LANCER RGB 화이트 패키지 파인인포 (32GB(16Gx2)),745000,745000,745000,745000,745000,745000,745000,745000
68914400,ADATA DDR5-6000 CL30 LANCER 블랙 패키지 서린 (32GB(16Gx2)),755320,755320,755320,755330,755330,755330,755330,755320
81036917,ADATA DDR5-6000 CL34 LANCER BLADE RGB 블랙 패키지 서린 (32GB(16Gx2)),742500,742500,742500,742500,742500,742500,742500,742500
95205638,ADATA DDR5-6000 CL34 LANCER BLADE 블랙 패키지 파인인포 (32GB(16Gx2)),728000,728000,728000,728000,728000,728000,728000,728000
81037256,ADATA DDR5-6000 CL36 LANCER BLADE RGB 블랙 패키지 서린 (32GB(16Gx2)),732500,732500,732500,732500,732500,732500,732500,732500
100695821,ADATA DDR5-6000 CL36 LANCER BLADE RGB 블랙 패키지 파인인포 (32GB(16Gx2)),720830,720830,720830,720830,720830,720830,720830,720830
81037301,ADATA DDR5-6000 CL36 LANCER BLADE RGB 화이트 패키지 서린 (32GB(16Gx2)),730000,730000,730000,730000,730000,730000,730000,730000
100695824,ADATA DDR5-6000 CL36 LANCER BLADE RGB 화이트 패키지 파인인포 (32GB(16Gx2)),720830,720830,720830,720830,720830,720830,720830,720830
95205599,ADATA DDR5-6000 CL36 LANCER BLADE 블랙 패키지 파인인포 (32GB(16Gx2)),735580,735580,735580,735580,735580,735580,735580,735580
81037184,ADATA DDR5-6000 CL36 LANCER BLADE 화이트 패키지 서린 (32GB(16Gx2)),747500,747500,747500,747500,747500,747500,747500,747500
95205719,ADATA DDR5-6000 CL36 LANCER BLADE 화이트 패키지 파인인포 (32GB(16Gx2)),720790,720790,720790,720790,720790,720790,720790,720790
68788169,ADATA DDR5-6400 CL32 LANCER BLADE RGB 블랙 패키지 서린 (32GB(16Gx2)),859980,859980,859980,860000,860000,860000,859980,860000
75938450,ADATA DDR5-6400 CL32 LANCER BLADE RGB 블랙 패키지 서린 (48GB(24Gx2)),1064490,1064490,1064490,1064500,1064500,1064490,1064500,1064490
68788211,ADATA DDR5-6400 CL32 LANCER BLADE RGB 화이트 패키지 서린 (32GB(16Gx2)),870320,870320,870320,870320,860000,860000,859980,860000
75938468,ADATA DDR5-6400 CL32 LANCER BLADE RGB 화이트 패키지 서린 (48GB(24Gx2)),1064490,1064490,1064490,1064500,1064500,1064490,1064500,1064490
68915141,ADATA DDR5-6400 CL32 LANCER RGB 블랙 패키지 서린 (32GB(16Gx2)),869980,869980,869980,870000,870000,870000,870000,870000
68915114,ADATA DDR5-6400 CL32 LANCER RGB 블랙 패키지 서린 (64GB(32Gx2)),1719980,1719980,1719980,1720000,1720000,1720000,1720000,1720000
68915318,ADATA DDR5-6400 CL32 LANCER RGB 화이트 패키지 서린 (32GB(16Gx2)),1720000,1720000,1720000,1720000,1720000,1720000,1720000,1720000
68915306,ADATA DDR5-6400 CL32 LANCER RGB 화이트 패키지 서린 (64GB(32Gx2)),1713990,1713990,1713990,1713990,1713990,1713990,1713990,1713990
122709317,ADATA DDR5-6400 CL52 CUDIMM 파인인포 (16GB),355570,355580,355600,355600,350800,350800,350800,350800
11196249,ADATA 노트북 DDR4-3200 CL22 (16GB),179000,179000,179000,179000,179000,179000,179000,179000
11196246,ADATA 노트북 DDR4-3200 CL22 (8GB),93780,93780,93780,93780,92390,92390,92390,92390
94450280,ADATA 노트북 DDR4-3200 CL22 파인인포 (16GB),203950,203950,203950,203950,203950,203950,203950,203950
94450292,ADATA 노트북 DDR4-3200 CL22 파인인포 (8GB),90690,90690,90690,90690,90690,90690,90690,90690
68918960,ADATA 노트북 DDR5-5600 CL46 서린 (16GB),339980,339980,339980,339990,339990,339990,339990,339980
68918936,ADATA 노트북 DDR5-5600 CL46 서린 (32GB),670000,670000,670000,670000,670000,625000,625000,625000
79397039,ADATA 노트북 DDR5-5600 CL46 파인인포 (16GB),329450,329460,329480,329480,324430,324430,324430,324430
79397126,ADATA 노트북 DDR5-5600 CL46 파인인포 (32GB),639670,639670,639670,639670,639670,639670,639670,639670
92046671,ADATA 노트북 DDR5-5600 CL46 파인인포 (8GB),189960,189960,189960,189960,189960,189960,189960,189960
97124171,AFOX DDR4-3200 CL22 대원씨티에스 (16GB),160830,161250,161290,161310,161310,161840,161900,161980
97124168,AFOX DDR4-3200 CL22 대원씨티에스 (8GB),80940,80940,80940,80940,80940,80940,80940,80940
101628668,AGI DDR4-3200 CL22 UD138 서린 (16GB),196500,196500,196500,196500,196500,196500,196500,196500
101628665,AGI DDR4-3200 CL22 UD138 서린 (8GB),95000,95000,95000,95000,95000,95000,95000,95000
101628743,AGI DDR4-3600 CL18 TURBOJET UD848 RGB BLACK 서린 (32GB(16Gx2)),393940,393940,393940,393940,393940,393940,393940,393940
101185058,AGI DDR5-5600 CL46 UD238 HEATSINK 서린 (16GB),362500,362500,362500,362500,362500,362500,362500,362500
99737048,AGI DDR5-5600 CL46 UD238 서린 (16GB),335600,335600,336000,336000,337000,317000,334500,336970
