product_code,product_name
104374658,ADATA DDR5-6000 CL30 ARMAX RGB 패키지 서린 (64GB(32Gx2))
10450266,타무즈 DDR4-3200 CL16 (8GB)
10450275,타무즈 노트북 DDR4-3200 CL16 (8GB)
104571350,컴이지 킹덤 DDR5-5600 CL46 (16GB)
104595902,킹스톤 FURY DDR5-5600 CL46 병행수입 (32GB)
104615234,옵티머스 DDR4-3200 아인스시스템 (8GB)
104615258,옵티머스 DDR4-3200 아인스시스템 (16GB)
104616377,써멀테이크 DDR5-5600 CL36 TOUGHRAM RC 패키지 (32GB(16Gx2))
104751425,킹스톤 FURY DDR5-5600 CL36 Beast 블랙 병행수입 (32GB)
104751800,V-Color Manta XSKY DDR5-6000 CL30 RGB EXPO 패키지 (32GB(16Gx2))
104938637,OLOy DDR5-6000 CL36 BLADE BLACK 패키지 올로코리아 (32GB(16Gx2))
104938703,OLOy DDR5-6800 CL32 BLADE BLACK 패키지 올로코리아 (32GB(16Gx2))
104949188,GUDGA DDR5-5600 CL46 (16GB)
10495692,이메이션 DDR4-3200 CL22 (8GB)
104989391,SK하이닉스 DDR4-3200 병행수입 (16GB)
105182120,GUDGA DDR4-3200 CL22 (16GB)
10558731,Terabyte Ramonster DDR4-3200 CL22 BLACK (8GB)
105679847,마이크론 Crucial DDR4-3200 CL22 패키지 (16GB(8Gx2))
105817907,PNY DDR5-5600 CL40 Performance (16GB)
105817916,PNY DDR4-3200 CL16 Performance (8GB)
105817931,비트엠 Newsync DDR5 PC5-5600 CL46 (16GB)
105818027,ADATA DDR5-5600 CL46 ECC/REG 파인인포 (32GB)
105818030,ADATA DDR5-5600 CL46 ECC/REG 파인인포 (16GB)
105818036,ADATA DDR5-5600 CL46 ECC/REG 파인인포 (64GB)
105969236,CORSAIR DDR5-6000 CL36 VENGEANCE RGB RS 패키지 (32GB(16Gx2))
105969242,CORSAIR DDR5-6000 CL36 VENGEANCE WHITE 패키지 (32GB(16Gx2))
105969251,CORSAIR DDR5-6000 CL36 VENGEANCE 패키지 (32GB(16Gx2))
105969257,CORSAIR DDR5-5600 CL48 VENGEANCE SODIMM (16GB)
