product_code,product_name,first_collected_date
122725610,"Seagate BarraCuda 5400/128M/노트북용 (5TB, ST5000LM000)",2026-07-08
123669765,"Synology Plus Series 7200/1000M (20TB, HAT3320-20T)",2026-07-29
124217644,Western Digital Ultrastar DC HA340 패키지 7200/256M WUS721206BLE604 (2x6TB),2026-09-15
124217645,Western Digital Ultrastar DC HA340 패키지 7200/256M WUS721206BLE604 (4x6TB),2026-09-15
124217622,Western Digital Ultrastar DC HC590 패키지 7200/512M WUH722624ALE6L4 (2x24TB),2026-09-15
124217624,Western Digital Ultrastar DC HC590 패키지 7200/512M WUH722624ALE6L4 (4x24TB),2026-09-15
